Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
70,6,4,4,3,7,yes,no,no,app development,database security,yes,yes,excellent,poor,networks,developer,higherstudies,Product based,no,no,Autobiographies,salary,stubborn,salary,hard worker,no,Project Manager
64,7,6,2,6,5,no,no,yes,app development,system designing,yes,yes,excellent,excellent,parallel computing,testing,job,Testing and Maintainance Services,yes,no,Art,salary,stubborn,salary,smart worker,yes,Web Developer
61,7,9,6,8,7,yes,yes,yes,shell programming,web technologies,no,no,medium,medium,cloud computing,testing,job,BPA,yes,no,Satire,Work,stubborn,work,hard worker,yes,Technical Services/Help Desk/Tech Support
85,10,7,1,3,7,yes,yes,yes,distro making,cloud computing,no,no,excellent,poor,hacking,security,higherstudies,Web Services,yes,no,Satire,Work,stubborn,work,smart worker,no,UX Designer
89,8,1,1,1,9,yes,yes,no,app development,cloud computing,yes,no,poor,medium,Computer Architecture,developer,job,Service Based,no,yes,Trilogy,salary,gentle,salary,smart worker,no,Applications Developer
77,5,5,1,8,5,no,yes,yes,machine learning,testing,yes,no,poor,medium,cloud computing,testing,higherstudies,Finance,no,yes,Cookbooks,salary,stubborn,work,smart worker,yes,Database Administrator
68,7,9,2,4,5,no,yes,no,information security,system designing,no,no,excellent,medium,Software Engineering,system developer,higherstudies,Service Based,no,yes,Biographies,salary,gentle,salary,hard worker,no,Portal Administrator
87,10,3,5,5,4,yes,no,yes,python,game development,no,yes,poor,excellent,Software Engineering,system developer,higherstudies,SAaS services,no,yes,Biographies,Work,stubborn,work,smart worker,yes,Systems Analyst
77,5,4,1,3,5,no,yes,no,machine learning,hacking,no,no,poor,medium,Management,security,higherstudies,Finance,yes,yes,Action and Adventure,Work,stubborn,salary,smart worker,no,Network Engineer
72,9,7,1,8,9,yes,no,yes,shell programming,testing,yes,no,medium,excellent,Management,cloud computing,job,Finance,no,no,Childrens,salary,stubborn,work,smart worker,no,Design & UX
71,12,9,0,7,4,no,yes,yes,app development,hacking,yes,yes,excellent,medium,Software Engineering,Business process analyst,job,Cloud Services,yes,no,Prayer books,salary,gentle,work,smart worker,yes,Information Technology Auditor
63,4,4,0,2,1,no,yes,yes,full stack,cloud computing,no,yes,poor,excellent,networks,cloud computing,higherstudies,BPA,no,yes,Health,salary,stubborn,work,smart worker,no,Design & UX
85,10,9,5,4,9,no,yes,yes,machine learning,cloud computing,no,no,excellent,excellent,networks,security,job,Product based,yes,no,Diaries,Work,gentle,work,hard worker,yes,Quality Assurance Associate
91,11,6,1,5,7,no,no,yes,shell programming,database security,yes,yes,excellent,medium,programming,cloud computing,higherstudies,product development,no,yes,Prayer books,Work,stubborn,work,smart worker,no,CRM Technical Developer
73,8,3,5,9,5,no,yes,yes,hadoop,web technologies,no,yes,excellent,poor,Management,cloud computing,job,Finance,yes,no,Horror,salary,stubborn,salary,smart worker,no,Network Engineer
73,8,7,0,7,5,no,no,yes,information security,cloud computing,yes,yes,medium,poor,Computer Architecture,testing,higherstudies,Sales and Marketing,no,yes,Trilogy,Work,gentle,work,hard worker,yes,Quality Assurance Associate
74,8,4,5,8,9,no,no,yes,python,web technologies,no,yes,medium,medium,hacking,security,job,Testing and Maintainance Services,yes,yes,Dictionaries,salary,stubborn,work,hard worker,yes,Network Security Administrator
90,9,5,4,2,1,no,yes,yes,hadoop,web technologies,yes,yes,excellent,excellent,Software Engineering,cloud computing,job,Service Based,no,yes,Health,Work,gentle,salary,smart worker,yes,Technical Engineer
83,12,2,4,6,8,yes,yes,no,r programming,hacking,no,yes,poor,excellent,cloud computing,system developer,higherstudies,Service Based,no,yes,Health,Work,stubborn,salary,smart worker,yes,Network Security Engineer
88,12,9,2,4,4,yes,no,no,information security,hacking,yes,yes,excellent,poor,data engineering,Business process analyst,job,Service Based,no,yes,Satire,salary,gentle,salary,hard worker,no,Data Architect
61,10,6,5,2,8,no,yes,no,machine learning,system designing,yes,yes,excellent,medium,networks,security,higherstudies,Service Based,yes,yes,Comics,Work,gentle,salary,hard worker,yes,Data Architect
79,9,9,2,3,1,yes,yes,yes,full stack,database security,yes,yes,poor,excellent,Management,Business process analyst,higherstudies,Finance,no,yes,Mystery,Work,gentle,salary,smart worker,yes,Mobile Applications Developer
86,10,8,3,3,6,no,yes,no,distro making,database security,no,no,excellent,medium,Computer Architecture,cloud computing,higherstudies,Cloud Services,no,yes,Satire,salary,gentle,work,hard worker,yes,Software Quality Assurance (QA) / Testing
70,8,7,4,6,9,no,yes,no,machine learning,testing,no,no,medium,poor,networks,testing,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,gentle,salary,smart worker,yes,Applications Developer
82,7,7,0,4,9,yes,no,no,machine learning,database security,no,no,poor,poor,Software Engineering,system developer,higherstudies,Testing and Maintainance Services,yes,no,Self help,salary,stubborn,work,hard worker,yes,Design & UX
70,5,2,5,1,1,yes,yes,yes,shell programming,cloud computing,yes,yes,poor,excellent,programming,cloud computing,higherstudies,product development,no,no,Comics,Work,gentle,work,hard worker,yes,Business Intelligence Analyst
78,12,3,0,1,4,no,yes,no,information security,data science,yes,no,medium,poor,parallel computing,system developer,job,SAaS services,yes,yes,Comics,Work,stubborn,salary,smart worker,yes,Web Developer
85,10,7,6,8,3,no,yes,yes,hadoop,system designing,yes,yes,excellent,excellent,IOT,Business process analyst,job,Cloud Services,yes,no,Horror,Work,gentle,salary,hard worker,no,Information Technology Manager
79,12,4,6,6,7,yes,no,yes,machine learning,testing,yes,yes,medium,excellent,networks,Business process analyst,higherstudies,SAaS services,no,no,Action and Adventure,salary,gentle,salary,smart worker,yes,Technical Services/Help Desk/Tech Support
61,7,2,2,1,5,no,no,yes,app development,game development,no,yes,excellent,poor,networks,cloud computing,higherstudies,product development,no,no,Autobiographies,Work,stubborn,work,smart worker,no,Data Architect
78,10,7,3,5,5,yes,no,no,python,database security,no,no,medium,excellent,networks,Business process analyst,job,Cloud Services,no,no,Science fiction,salary,gentle,work,hard worker,yes,Network Engineer
76,9,8,6,6,8,yes,no,no,full stack,cloud computing,yes,no,medium,excellent,cloud computing,Business process analyst,job,BPA,no,no,Horror,Work,stubborn,work,hard worker,no,Business Systems Analyst
64,12,3,0,2,5,no,no,no,r programming,web technologies,yes,yes,poor,excellent,cloud computing,testing,higherstudies,Cloud Services,yes,yes,Art,salary,gentle,salary,hard worker,yes,Database Manager
63,5,6,5,1,7,yes,no,yes,distro making,cloud computing,no,yes,medium,medium,hacking,system developer,higherstudies,Finance,yes,no,Romance,Work,gentle,salary,hard worker,no,Mobile Applications Developer
81,12,1,6,1,3,no,no,yes,shell programming,cloud computing,no,no,medium,poor,Computer Architecture,system developer,job,SAaS services,no,no,Guide,Work,stubborn,salary,hard worker,yes,CRM Technical Developer
78,8,4,6,5,7,yes,yes,yes,app development,game development,no,yes,poor,medium,cloud computing,testing,job,Finance,no,yes,Health,Work,gentle,salary,hard worker,yes,UX Designer
73,10,9,0,2,4,no,no,yes,shell programming,data science,no,yes,poor,poor,IOT,system developer,job,SAaS services,yes,yes,Drama,Work,stubborn,work,hard worker,yes,UX Designer
78,10,6,0,9,5,yes,no,no,shell programming,database security,yes,yes,poor,excellent,parallel computing,cloud computing,job,Service Based,yes,no,Health,Work,gentle,work,smart worker,yes,Database Administrator
67,8,1,3,5,9,no,yes,no,r programming,testing,no,no,excellent,poor,Computer Architecture,cloud computing,job,Web Services,no,yes,Anthology,Work,gentle,work,hard worker,no,Data Architect
63,10,4,6,6,9,yes,yes,no,shell programming,game development,no,no,excellent,medium,data engineering,cloud computing,job,Product based,yes,no,Trilogy,Work,gentle,work,smart worker,no,Technical Services/Help Desk/Tech Support
82,9,1,3,3,1,yes,yes,yes,r programming,cloud computing,no,yes,poor,poor,cloud computing,developer,job,product development,yes,no,Health,Work,gentle,salary,smart worker,yes,Software Engineer
75,11,2,1,3,4,yes,yes,no,machine learning,hacking,yes,yes,excellent,excellent,cloud computing,security,higherstudies,BPA,yes,yes,History,salary,stubborn,work,hard worker,yes,Network Security Administrator
92,7,3,5,4,4,yes,no,yes,machine learning,web technologies,yes,yes,poor,excellent,cloud computing,cloud computing,job,Product based,no,yes,Biographies,salary,stubborn,salary,hard worker,no,Technical Engineer
82,6,6,2,6,4,yes,yes,yes,machine learning,database security,yes,yes,poor,excellent,cloud computing,testing,job,product development,yes,no,Math,salary,stubborn,work,smart worker,no,Information Technology Auditor
87,7,9,5,4,9,yes,yes,no,shell programming,web technologies,no,yes,medium,poor,parallel computing,cloud computing,higherstudies,Product based,yes,no,Satire,salary,gentle,salary,hard worker,no,Technical Engineer
74,10,2,4,7,5,yes,yes,yes,app development,system designing,yes,yes,poor,poor,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,yes,no,Math,Work,stubborn,salary,smart worker,yes,Information Technology Auditor
72,5,4,2,6,5,no,yes,no,machine learning,web technologies,yes,yes,medium,medium,Management,security,job,Service Based,yes,yes,Romance,Work,stubborn,salary,smart worker,yes,Web Developer
71,6,8,0,2,2,yes,yes,yes,app development,system designing,no,yes,medium,medium,cloud computing,security,job,SAaS services,no,no,Guide,Work,gentle,work,hard worker,no,Business Systems Analyst
85,7,8,2,2,8,yes,no,no,python,system designing,no,yes,medium,poor,hacking,Business process analyst,higherstudies,Product based,no,no,Drama,Work,stubborn,salary,smart worker,no,UX Designer
60,5,4,4,9,8,yes,yes,no,machine learning,system designing,no,yes,excellent,excellent,Management,testing,higherstudies,SAaS services,no,no,Health,salary,gentle,salary,hard worker,yes,Network Security Engineer
67,4,8,4,8,9,no,no,no,full stack,data science,yes,no,medium,poor,cloud computing,system developer,job,product development,no,no,Religion-Spirituality,Work,gentle,salary,smart worker,yes,Database Administrator
94,11,1,2,9,2,no,yes,no,full stack,database security,yes,yes,medium,excellent,networks,developer,higherstudies,Finance,no,no,Encyclopedias,salary,stubborn,work,hard worker,yes,Design & UX
82,11,7,0,4,7,no,no,yes,r programming,data science,no,yes,medium,poor,programming,system developer,higherstudies,Web Services,no,yes,Comics,Work,stubborn,work,hard worker,no,Business Intelligence Analyst
69,12,1,5,9,4,yes,yes,yes,machine learning,hacking,no,no,medium,excellent,Computer Architecture,testing,higherstudies,Sales and Marketing,no,yes,Art,salary,gentle,work,hard worker,no,Mobile Applications Developer
74,5,2,4,4,3,yes,yes,yes,hadoop,cloud computing,yes,yes,poor,excellent,IOT,Business process analyst,higherstudies,Web Services,yes,yes,Biographies,salary,gentle,work,smart worker,yes,Technical Engineer
75,12,6,1,1,8,no,yes,yes,machine learning,database security,no,no,medium,medium,Management,Business process analyst,job,Testing and Maintainance Services,no,yes,Satire,salary,gentle,salary,smart worker,yes,Software Systems Engineer
86,7,5,1,3,1,yes,no,yes,distro making,system designing,yes,yes,medium,medium,networks,Business process analyst,higherstudies,BPA,yes,yes,Biographies,Work,gentle,work,smart worker,yes,Web Developer
89,9,5,0,2,6,yes,no,no,distro making,data science,yes,no,excellent,excellent,cloud computing,security,higherstudies,Cloud Services,no,yes,Fantasy,salary,gentle,work,smart worker,yes,Database Administrator
73,10,9,6,3,5,yes,no,no,shell programming,hacking,yes,yes,medium,excellent,IOT,Business process analyst,job,Finance,no,yes,History,Work,stubborn,salary,smart worker,yes,Network Security Administrator
91,12,1,3,2,8,yes,yes,yes,information security,web technologies,no,yes,poor,poor,data engineering,testing,higherstudies,Service Based,no,no,Comics,Work,stubborn,work,smart worker,no,E-Commerce Analyst
80,12,7,1,2,2,no,no,no,full stack,system designing,no,yes,excellent,poor,data engineering,developer,higherstudies,Service Based,no,no,Mystery,Work,gentle,work,smart worker,no,Business Intelligence Analyst
68,7,9,0,1,8,yes,yes,no,shell programming,system designing,no,yes,medium,medium,Management,cloud computing,job,Product based,no,yes,Encyclopedias,Work,gentle,salary,hard worker,yes,Systems Analyst
89,6,2,6,6,8,no,no,yes,python,data science,no,yes,medium,poor,networks,developer,job,SAaS services,no,yes,Autobiographies,Work,gentle,salary,smart worker,yes,Data Architect
84,6,5,4,8,2,no,yes,yes,machine learning,hacking,yes,no,poor,poor,programming,testing,job,Testing and Maintainance Services,yes,yes,Fantasy,salary,stubborn,work,smart worker,yes,Software Engineer
63,10,3,1,6,5,no,no,yes,machine learning,data science,yes,yes,poor,poor,Software Engineering,system developer,job,Service Based,no,yes,Cookbooks,salary,stubborn,salary,hard worker,no,Applications Developer
67,6,4,0,2,3,no,yes,yes,shell programming,testing,no,no,excellent,medium,Management,developer,higherstudies,Finance,yes,yes,Anthology,Work,stubborn,salary,hard worker,yes,Software Quality Assurance (QA) / Testing
75,5,6,2,2,8,no,yes,yes,shell programming,cloud computing,no,no,excellent,poor,cloud computing,testing,higherstudies,product development,yes,no,Autobiographies,salary,gentle,salary,hard worker,yes,Information Technology Auditor
61,8,6,1,3,9,no,yes,no,shell programming,data science,no,yes,excellent,poor,data engineering,security,higherstudies,product development,yes,yes,Biographies,salary,stubborn,salary,smart worker,yes,UX Designer
84,10,9,4,3,1,no,yes,no,app development,hacking,yes,no,poor,medium,Software Engineering,system developer,job,Service Based,no,no,Series,Work,stubborn,salary,smart worker,no,Portal Administrator
62,6,9,1,6,2,no,yes,no,r programming,cloud computing,yes,no,excellent,medium,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,yes,yes,Guide,Work,gentle,salary,hard worker,yes,Information Security Analyst
79,4,8,0,5,4,yes,yes,yes,shell programming,cloud computing,no,yes,poor,poor,Management,security,job,SAaS services,no,no,Action and Adventure,Work,stubborn,work,hard worker,no,Web Developer
67,7,3,1,7,2,no,yes,yes,distro making,testing,no,no,medium,excellent,hacking,security,higherstudies,Web Services,yes,yes,Art,salary,gentle,salary,smart worker,no,Software Quality Assurance (QA) / Testing
94,9,2,3,3,2,yes,yes,yes,shell programming,web technologies,no,yes,poor,excellent,data engineering,developer,higherstudies,Web Services,no,yes,Comics,Work,gentle,salary,hard worker,yes,Business Intelligence Analyst
91,11,3,0,3,3,yes,no,yes,hadoop,web technologies,yes,no,poor,excellent,data engineering,developer,job,Sales and Marketing,no,yes,Series,Work,stubborn,work,smart worker,no,Software Developer
78,10,7,6,1,2,yes,no,yes,python,system designing,yes,no,medium,poor,hacking,cloud computing,job,Sales and Marketing,no,no,Self help,Work,gentle,work,smart worker,yes,Software Systems Engineer
86,5,3,2,5,1,no,yes,yes,information security,hacking,yes,no,excellent,excellent,Computer Architecture,Business process analyst,higherstudies,BPA,yes,yes,Biographies,Work,stubborn,salary,hard worker,no,Business Systems Analyst
66,12,3,1,4,8,no,no,no,full stack,database security,no,no,poor,medium,data engineering,system developer,higherstudies,Testing and Maintainance Services,no,no,Romance,salary,stubborn,work,hard worker,yes,Network Security Administrator
90,8,7,2,8,2,no,yes,no,information security,data science,no,no,poor,poor,parallel computing,testing,higherstudies,BPA,yes,no,Science,salary,stubborn,work,smart worker,no,Network Security Engineer
71,6,6,0,5,7,yes,no,no,app development,game development,no,no,poor,excellent,Software Engineering,security,higherstudies,Product based,no,no,Guide,Work,stubborn,salary,smart worker,no,Applications Developer
74,8,3,4,7,5,no,no,yes,full stack,cloud computing,yes,yes,poor,medium,data engineering,developer,higherstudies,SAaS services,yes,yes,Childrens,Work,stubborn,work,smart worker,yes,Information Technology Manager
75,9,7,4,2,2,yes,yes,yes,hadoop,data science,yes,no,medium,medium,data engineering,testing,job,Finance,no,yes,Guide,Work,gentle,work,hard worker,no,Network Security Administrator
64,12,8,5,8,4,yes,no,yes,distro making,cloud computing,no,yes,poor,poor,Management,developer,higherstudies,Web Services,yes,no,Biographies,salary,stubborn,salary,hard worker,yes,Software Systems Engineer
63,9,8,2,4,8,no,no,yes,r programming,testing,no,yes,poor,poor,Software Engineering,cloud computing,higherstudies,BPA,no,no,Biographies,Work,stubborn,work,smart worker,no,Network Security Engineer
74,5,9,1,2,1,no,no,yes,distro making,cloud computing,no,yes,medium,medium,networks,developer,higherstudies,Sales and Marketing,yes,yes,Health,salary,stubborn,work,hard worker,no,Software Developer
88,9,7,2,6,4,no,yes,yes,r programming,testing,no,yes,poor,poor,Software Engineering,testing,job,Product based,no,yes,Journals,salary,stubborn,salary,hard worker,yes,Systems Security Administrator
84,7,5,2,6,8,yes,no,no,app development,game development,no,yes,excellent,excellent,Software Engineering,system developer,higherstudies,Sales and Marketing,yes,yes,Fantasy,Work,gentle,work,smart worker,no,Network Security Engineer
91,12,6,5,8,4,yes,no,yes,machine learning,system designing,yes,no,poor,medium,parallel computing,system developer,job,product development,no,no,Travel,salary,gentle,work,hard worker,yes,Mobile Applications Developer
94,9,2,4,1,1,no,no,yes,information security,system designing,yes,yes,poor,medium,IOT,cloud computing,job,Cloud Services,no,no,Poetry,salary,stubborn,salary,smart worker,yes,Systems Analyst
94,11,1,4,3,7,no,yes,yes,machine learning,hacking,yes,yes,medium,excellent,hacking,developer,job,product development,no,no,Prayer books,salary,gentle,work,smart worker,yes,Portal Administrator
87,6,1,3,4,5,no,yes,no,app development,web technologies,no,no,excellent,excellent,programming,cloud computing,job,product development,no,no,Cookbooks,Work,gentle,salary,hard worker,no,Network Security Administrator
61,9,3,6,7,4,yes,no,no,distro making,cloud computing,yes,no,poor,excellent,Computer Architecture,security,job,Web Services,no,no,Diaries,Work,stubborn,salary,smart worker,yes,Technical Support
62,9,4,4,9,4,yes,no,yes,distro making,cloud computing,yes,no,medium,excellent,networks,testing,higherstudies,Product based,no,no,Biographies,Work,gentle,salary,smart worker,no,Mobile Applications Developer
82,8,2,0,6,1,yes,yes,no,hadoop,web technologies,yes,no,excellent,poor,IOT,testing,higherstudies,Testing and Maintainance Services,yes,yes,Diaries,salary,gentle,work,hard worker,no,Programmer Analyst
86,10,6,0,9,1,no,yes,yes,full stack,hacking,no,yes,poor,poor,IOT,cloud computing,higherstudies,Sales and Marketing,yes,no,Health,Work,gentle,work,smart worker,no,Information Technology Manager
89,10,9,4,9,9,no,no,no,r programming,database security,no,no,poor,medium,programming,security,higherstudies,Testing and Maintainance Services,yes,no,Horror,Work,stubborn,salary,smart worker,no,Mobile Applications Developer
65,7,4,3,1,5,yes,yes,no,information security,system designing,yes,no,medium,poor,Software Engineering,cloud computing,job,SAaS services,no,no,Mystery,salary,gentle,salary,smart worker,yes,CRM Business Analyst
69,6,4,3,3,1,yes,yes,no,full stack,testing,no,no,excellent,excellent,Management,security,higherstudies,SAaS services,no,yes,Health,salary,gentle,salary,smart worker,no,Systems Analyst
84,8,8,5,8,9,yes,yes,no,python,database security,yes,no,poor,excellent,programming,testing,job,Finance,no,no,Encyclopedias,salary,stubborn,work,smart worker,yes,Network Engineer
81,10,8,1,5,1,yes,no,no,distro making,hacking,yes,no,excellent,excellent,data engineering,security,higherstudies,Product based,no,no,Dictionaries,Work,stubborn,salary,hard worker,no,Software Quality Assurance (QA) / Testing
89,11,9,6,3,5,yes,yes,no,distro making,system designing,no,no,medium,poor,Software Engineering,Business process analyst,job,BPA,no,yes,Science,Work,stubborn,salary,hard worker,no,Technical Support
85,7,8,2,4,6,no,no,no,machine learning,system designing,yes,no,poor,poor,data engineering,security,job,Cloud Services,no,yes,Math,Work,gentle,salary,smart worker,no,Business Intelligence Analyst
68,4,2,1,5,5,no,no,no,information security,web technologies,no,yes,poor,poor,cloud computing,security,job,BPA,yes,yes,Satire,salary,gentle,work,smart worker,no,Information Technology Auditor
86,11,1,0,8,6,no,no,no,app development,testing,yes,yes,excellent,medium,parallel computing,system developer,job,SAaS services,no,yes,Biographies,Work,gentle,salary,smart worker,no,Network Security Engineer
79,10,8,6,3,7,no,yes,no,r programming,database security,yes,no,excellent,medium,cloud computing,Business process analyst,job,Web Services,no,yes,Trilogy,Work,gentle,salary,smart worker,no,Software Developer
93,11,6,5,7,3,no,yes,yes,r programming,database security,yes,no,excellent,poor,networks,testing,higherstudies,Sales and Marketing,yes,yes,Poetry,salary,stubborn,work,smart worker,no,Software Systems Engineer
87,10,3,0,4,7,no,yes,yes,hadoop,system designing,no,no,excellent,poor,Management,testing,higherstudies,SAaS services,no,no,History,Work,stubborn,salary,smart worker,yes,Web Developer
80,4,4,5,6,3,yes,no,no,full stack,data science,no,yes,medium,medium,Software Engineering,Business process analyst,higherstudies,Sales and Marketing,no,yes,Travel,salary,stubborn,work,hard worker,no,Project Manager
84,8,1,4,6,5,no,no,yes,full stack,data science,yes,yes,poor,medium,IOT,cloud computing,higherstudies,Product based,yes,no,Health,Work,stubborn,salary,smart worker,no,Network Security Administrator
76,12,4,3,4,6,no,no,yes,r programming,web technologies,no,yes,medium,poor,parallel computing,cloud computing,higherstudies,Web Services,no,no,Horror,Work,stubborn,salary,smart worker,yes,CRM Business Analyst
66,12,3,0,5,4,no,no,yes,information security,web technologies,yes,no,medium,poor,parallel computing,system developer,higherstudies,Web Services,yes,no,Trilogy,Work,stubborn,work,hard worker,yes,Information Technology Manager
79,6,9,6,8,4,yes,yes,no,shell programming,web technologies,no,no,medium,excellent,programming,security,job,Finance,yes,yes,Health,salary,stubborn,salary,smart worker,yes,Business Systems Analyst
81,9,2,6,6,4,no,no,no,distro making,game development,yes,no,excellent,poor,data engineering,Business process analyst,job,BPA,no,yes,Art,salary,gentle,salary,hard worker,no,Systems Security Administrator
61,5,3,0,8,2,yes,no,no,distro making,cloud computing,yes,no,poor,excellent,Software Engineering,security,higherstudies,Cloud Services,yes,yes,Drama,salary,stubborn,salary,hard worker,yes,Software Engineer
86,6,1,4,7,9,no,yes,yes,app development,cloud computing,yes,yes,excellent,medium,parallel computing,developer,job,Finance,yes,yes,Health,Work,gentle,salary,hard worker,yes,Information Security Analyst
70,11,7,4,4,3,no,no,yes,hadoop,cloud computing,no,no,excellent,medium,data engineering,cloud computing,job,Testing and Maintainance Services,no,no,Travel,Work,gentle,salary,hard worker,no,Software Systems Engineer
78,7,6,5,3,5,yes,yes,no,information security,data science,yes,yes,medium,poor,Software Engineering,security,job,BPA,yes,no,Biographies,Work,gentle,work,hard worker,yes,Software Quality Assurance (QA) / Testing
83,5,3,2,2,4,yes,no,no,hadoop,database security,no,yes,medium,medium,programming,security,job,Testing and Maintainance Services,yes,yes,Drama,salary,gentle,salary,smart worker,no,Software Engineer
68,7,4,6,6,7,yes,no,yes,machine learning,system designing,yes,yes,medium,medium,programming,security,higherstudies,Service Based,yes,no,Art,salary,gentle,work,smart worker,yes,Systems Analyst
65,10,9,5,8,8,no,no,no,shell programming,web technologies,no,no,excellent,medium,cloud computing,system developer,higherstudies,Service Based,yes,no,Childrens,Work,gentle,work,hard worker,no,CRM Technical Developer
73,5,9,2,1,1,no,no,yes,full stack,database security,yes,yes,medium,medium,IOT,Business process analyst,higherstudies,SAaS services,no,no,Guide,salary,stubborn,work,hard worker,yes,Portal Administrator
77,4,1,5,2,7,yes,no,no,hadoop,hacking,yes,no,excellent,medium,Computer Architecture,cloud computing,job,Cloud Services,yes,yes,Self help,Work,gentle,work,smart worker,no,Information Technology Manager
86,9,3,6,8,7,yes,yes,yes,full stack,system designing,no,no,poor,poor,networks,security,higherstudies,SAaS services,yes,yes,Autobiographies,Work,gentle,salary,hard worker,yes,Technical Services/Help Desk/Tech Support
76,9,9,5,3,9,yes,yes,yes,machine learning,cloud computing,yes,no,poor,medium,Software Engineering,testing,higherstudies,Cloud Services,no,no,Drama,salary,gentle,work,smart worker,no,Network Engineer
75,6,9,3,2,4,no,yes,yes,r programming,testing,no,no,poor,medium,Software Engineering,Business process analyst,job,Service Based,no,no,Guide,salary,stubborn,salary,smart worker,no,Database Manager
84,12,6,5,1,2,yes,yes,yes,r programming,data science,yes,no,medium,excellent,cloud computing,cloud computing,job,Finance,yes,yes,Anthology,salary,gentle,work,smart worker,yes,CRM Technical Developer
94,11,3,6,6,4,no,yes,yes,machine learning,system designing,no,yes,medium,poor,hacking,testing,job,Product based,yes,yes,Prayer books,Work,gentle,work,hard worker,yes,Software Systems Engineer
84,4,1,3,8,2,no,yes,no,r programming,web technologies,yes,yes,excellent,medium,cloud computing,developer,higherstudies,Testing and Maintainance Services,yes,no,Mystery,salary,stubborn,salary,smart worker,yes,CRM Technical Developer
93,8,8,0,3,1,yes,yes,no,hadoop,data science,no,yes,poor,poor,programming,Business process analyst,higherstudies,Web Services,no,yes,Horror,salary,gentle,work,smart worker,yes,Database Administrator
73,6,8,2,6,4,yes,yes,yes,distro making,data science,no,no,medium,poor,parallel computing,cloud computing,job,Product based,yes,no,Art,Work,stubborn,salary,hard worker,yes,Project Manager
77,5,3,2,1,9,yes,no,yes,full stack,hacking,yes,no,excellent,excellent,cloud computing,security,job,Finance,no,no,Encyclopedias,Work,stubborn,salary,smart worker,no,Software Systems Engineer
66,7,6,1,7,7,yes,yes,yes,r programming,testing,no,no,excellent,excellent,hacking,security,job,Web Services,yes,no,Math,salary,stubborn,work,smart worker,no,Database Administrator
92,10,5,6,3,1,no,no,yes,python,game development,no,yes,poor,medium,IOT,cloud computing,job,Cloud Services,no,no,Journals,Work,stubborn,salary,smart worker,yes,Information Technology Manager
90,9,2,1,1,1,no,yes,no,shell programming,data science,no,no,medium,medium,networks,testing,higherstudies,Finance,no,yes,Science fiction,Work,gentle,work,smart worker,no,Web Developer
89,7,4,5,9,9,no,no,yes,shell programming,web technologies,yes,yes,excellent,medium,Management,cloud computing,job,Web Services,no,yes,Cookbooks,Work,stubborn,work,hard worker,no,Portal Administrator
86,5,8,1,3,6,no,no,no,python,system designing,yes,no,medium,excellent,Software Engineering,Business process analyst,job,SAaS services,yes,no,Dictionaries,Work,gentle,work,hard worker,no,Systems Analyst
62,4,2,6,8,6,no,yes,yes,distro making,web technologies,yes,no,medium,medium,hacking,security,job,Testing and Maintainance Services,yes,yes,Guide,salary,stubborn,work,hard worker,no,Software Systems Engineer
72,7,6,4,4,6,no,no,yes,shell programming,game development,no,yes,excellent,poor,hacking,security,job,product development,no,no,Encyclopedias,salary,stubborn,work,smart worker,yes,Database Developer
62,10,9,0,9,7,yes,yes,yes,information security,data science,no,no,poor,medium,Computer Architecture,Business process analyst,higherstudies,Web Services,yes,no,Self help,salary,gentle,work,hard worker,yes,Database Administrator
68,6,2,3,9,7,yes,yes,no,full stack,data science,yes,no,poor,medium,cloud computing,cloud computing,higherstudies,SAaS services,no,yes,Dictionaries,salary,stubborn,work,hard worker,yes,Software Developer
93,4,7,3,2,7,yes,no,yes,shell programming,hacking,no,no,medium,excellent,hacking,Business process analyst,higherstudies,Sales and Marketing,no,no,Cookbooks,Work,gentle,work,hard worker,yes,Solutions Architect
91,5,6,4,6,5,no,yes,no,python,hacking,no,no,poor,excellent,IOT,developer,job,SAaS services,yes,no,History,Work,gentle,work,smart worker,no,Data Architect
92,5,1,1,2,2,yes,yes,no,r programming,cloud computing,yes,no,medium,poor,Software Engineering,security,higherstudies,Cloud Services,yes,yes,Drama,salary,stubborn,work,hard worker,yes,Database Developer
84,5,2,2,3,2,no,no,yes,machine learning,game development,no,yes,medium,medium,networks,Business process analyst,higherstudies,Finance,no,no,Trilogy,salary,gentle,work,hard worker,no,Design & UX
60,11,5,0,9,2,yes,yes,no,shell programming,game development,no,no,poor,poor,IOT,developer,higherstudies,Cloud Services,no,yes,Journals,Work,stubborn,work,hard worker,no,Technical Support
68,11,7,0,8,4,yes,yes,no,distro making,database security,no,yes,poor,poor,data engineering,Business process analyst,higherstudies,Service Based,yes,no,Action and Adventure,Work,gentle,work,smart worker,no,Project Manager
83,7,5,0,9,4,no,no,yes,information security,data science,yes,yes,medium,medium,programming,system developer,higherstudies,Cloud Services,no,yes,Prayer books,salary,gentle,salary,smart worker,no,Network Engineer
